json_prop_info_short_description_prop_ground_coffin,Vampire Fish's Favorite Toy
json_prop_info_short_description_prop_ground_rubypile,Ruby Fish's Favorite Toy
json_prop_info_short_description_prop_air_galaxy,Galaxy Fish's Favorite Toy
json_prop_info_short_description_prop_ground_gravestone,Ghost Fish's Favorite Toy
json_prop_info_short_description_prop_ground_giantdiamond,Diamond Fish's Favorite Toy
json_prop_info_short_description_toy_ground_partyhat,Party Fish's Favorite Toy
json_prop_info_short_description_toy_ground_crystalball,Wizard Fish's Favorite Toy
json_treasure_info_description_pearl_bundle6,Chest of Pearls
json_treasure_info_description_pearl_bundle5,Crate of Pearls
json_treasure_info_description_pearl_bundle4,Bed of Pearls
json_treasure_info_description_pearl_bundle3,Mound of Pearls
json_treasure_info_description_pearl_bundle2,Cluster of Pearls
json_treasure_info_description_pearl_bundle1,Pile of Pearls
json_treasure_info_description_coin_bundle6,Trunk of Coins
json_treasure_info_description_coin_bundle5,Chest of Coins
json_treasure_info_description_coin_bundle4,Crate of Coins
json_treasure_info_description_coin_bundle3,Pile of Coins
json_treasure_info_description_coin_bundle2,Bag of Coins
json_treasure_info_description_coin_bundle1,Fin Full of Coins
json_background_name_bg_wallpaper_basic,Basic
json_background_name_bg_wallpaper_breeding_basic,Basic Breeding
json_background_name_bg_wallpaper_basic_yellow,Basic Yellow
json_background_name_bg_wallpaper_basic_red,Basic Red
json_background_name_bg_wallpaper_basic_dark,Basic Dark
json_background_name_bg_wallpaper_breeding_hearts,Hearts
json_background_name_bg_wallpaper_silouhette_canyon,Silhouette Canyon
json_background_name_bg_wallpaper_silouhette_grassy,Silhouette Grassy
json_background_name_bg_wallpaper_clouds_stormy,Stormy Clouds
json_background_name_bg_wallpaper_basic_5,Circles
json_background_name_bg_wallpaper_basic_2,Burst
json_background_name_bg_wallpaper_silouhette_hill,Silhouette Hill
json_background_name_bg_wallpaper_basic_3,Arc
json_background_name_bg_wallpaper_basic_4,Wave
json_background_name_bg_wallpaper_lights,Lights
json_background_name_bg_wallpaper_water_sunrays,Sunray
json_background_name_bg_wallpaper_swirl,Swirl
json_background_name_bg_wallpaper_stars_midnight,Midnight
json_background_name_bg_wallpaper_bubbles,Bubbles
json_background_name_bg_wallpaper_bamboo,Bamboo
json_background_name_bg_wallpaper_roots,Roots
json_background_name_bg_wallpaper_seaweed,Seaweed
json_background_name_bg_wallpaper_rock,Lone Rock
json_background_name_bg_wallpaper_mossy_branch,Mossy Branch
json_background_name_bg_wallpaper_coral_1,Morning Coral
json_background_name_bg_wallpaper_coral_3,Evening Coral
json_background_name_bg_wallpaper_coral_2,Night Coral
json_background_name_bg_wallpaper_coral,Shadowy Seabed
json_background_name_bg_wallpaper_mountains,Mountains
json_background_name_bg_wallpaper_hills,Wispy Hills
json_background_name_bg_wallpaper_stalagmites,Stalagmites
json_background_name_bg_wallpaper_stones,Stones
json_background_name_bg_wallpaper_sanctuary,Sanctuary
json_background_name_bg_wallpaper_arch,Arch
json_background_name_bg_wallpaper_west,Western
json_background_name_bg_wallpaper_spooky_forest,Spooky Forest
json_background_name_bg_wallpaper_trench,Trench
json_background_name_bg_wallpaper_volcano,Volcanic
json_background_name_bg_wallpaper_yellow_river,Ruins
json_background_name_bg_wallpaper_fairy_castle,Fairy Castle
json_background_name_bg_wallpaper_dino_bones,Dino Bones
json_background_name_bg_wallpaper_egypt,Egypt
json_background_name_bg_wallpaper_spaceship,Spaceship
json_background_name_bg_wallpaper_submarine,Submarine
json_background_name_bg_wallpaper_mayan,Mayan Ruins
json_background_name_bg_wallpaper_geodome,Geodome
json_background_name_bg_wallpaper_pirate_wreck,Wreck
json_background_name_bg_wallpaper_bathtub,Bath
json_background_name_bg_wallpaper_junkyard,Junkyard
json_background_name_bg_wallpaper_castle,Castle
json_background_name_bg_wallpaper_candy,Candy Land
json_background_name_bg_wallpaper_character_angel,Clouds
json_background_name_bg_wallpaper_character_devil,Volcano Cave
json_background_name_bg_wallpaper_character_diamond,Diamond
json_background_name_bg_wallpaper_character_fairy,Fantasy
json_background_name_bg_wallpaper_character_galaxy,Space
json_background_name_bg_wallpaper_character_ghost,Graveyard
json_background_name_bg_wallpaper_character_ruby,Ruby Mine
json_background_name_bg_wallpaper_character_unicorn,Rainbow Clouds
json_background_name_bg_wallpaper_character_vampire,Foggy Streets
json_background_name_bg_wallpaper_character_werewolf,Dark Forest
json_background_description_bg_wallpaper_basic,"Sweet blue simplicity. Sometimes, monochromatic can be marvelous."
json_background_description_bg_wallpaper_breeding_basic,"Pink passion! Sure, it's a little blank, but I think fish in this room will have more on their minds than the color of the wallpaper..."
json_background_description_bg_wallpaper_basic_yellow,"This is one yellow display that certainly isn't a sign of cowardice! This bright, brilliant shade will sharpen your tank's style in an instant."
json_background_description_bg_wallpaper_basic_red,How striking! Splash a blast of beauty onto your background with this vibrant blaze of red.
json_background_description_bg_wallpaper_basic_dark,"Make things a little moody with this delightfully dark background. It hits just the right tones to bring your tank a soothing, secret style."
json_background_description_bg_wallpaper_breeding_hearts,Love is in the air! This explosion of wholesome hearts will kindle even the most minor of romances!
json_background_description_bg_wallpaper_silouhette_canyon,A clandestine canyon looms on the horizon! Your fish will wonder what lies beyond this most mysterious background!
json_background_description_bg_wallpaper_silouhette_grassy,"Grasses sway in the distance of this bucolic background, casting their stylish shadows on your tank's delightful denizens."
json_background_description_bg_wallpaper_clouds_stormy,A storm approaches! This background will bring a pleasing patter of rain and wonderful rumbles of thunder to your tank.
json_background_description_bg_wallpaper_basic_5,What sweet circles! This superb shapes will beautify your tank's background with their geometric grace.
json_background_description_bg_wallpaper_basic_2,Boom! It's like an artistic firework exploding forever beyond your tank's terrain. How captivating!
json_background_description_bg_wallpaper_silouhette_hill,"A rolling hill in relief, this background brings enticing terrain to thrill your tank's inhabitants!"
json_background_description_bg_wallpaper_basic_3,"Style knows no set shape, but this artful arc is sure to turn a head or two!"
json_background_description_bg_wallpaper_basic_4,"Waves roll so wonderfully on the surface of the sea - so why not in the background of your tank, as well?"
json_background_description_bg_wallpaper_lights,"Lights, camera, action! These beautiful beams will shine with style on all your tank's tip-top antics!"
json_background_description_bg_wallpaper_water_sunrays,"Even in the ocean depths, a bit of sunlight is a welcome sight. Shine happiness on your tank with this bright background."
json_background_description_bg_wallpaper_swirl,"Ocean currents swirl with style, and now your background can, too! This slick swirl is sure to surprise even the most jaded judge."
json_background_description_bg_wallpaper_stars_midnight,It's always the witching hour with this eerie background! Take your tank to an unceasing state of shadow with this magnificent midnight marquee.
json_background_description_bg_wallpaper_bubbles,What deep-sea diorama would be complete without a burst of bubbles? These airy circles are waiting to make your tank tremendous!
json_background_description_bg_wallpaper_bamboo,"A sea of green! Ocean currents whisper around these majestic plants, bringing zen serenity to your tank's inhabitants. "
json_background_description_bg_wallpaper_roots,"Wooden wonders! For those craving an undersea arboreal experience, these twisting roots provide a majestic forest without all that pesky air. "
json_background_description_bg_wallpaper_seaweed,A glorious sunken garden! These delightfully drifting strands of seaweed will calm the most frantic fish. They're also delicious.
json_background_description_bg_wallpaper_rock,"Sometimes, solitude can be sublime. This ancient rock stands alone on the seabed, a source of wonder and speculation. How did it get there? How old can it be?"
json_background_description_bg_wallpaper_mossy_branch,"How did this branch get so mossy under the sea? It must be magic! I'd get it now, if I were you - how can you resist a brilliant old branch with a hint of hocus-pocus?"
json_background_description_bg_wallpaper_coral_1,"Rise and shine, my fishy friends! This coral creates a marvelous morning for all who see it!"
json_background_description_bg_wallpaper_coral_3,"The day is done, my oceanic allies! This coral composes an extraordinary evening for all who see it!"
json_background_description_bg_wallpaper_coral_2,"Time to rest, my seafaring sidekicks! This coral concocts a nonchalant night for all who see it!"
json_background_description_bg_wallpaper_coral,"Dark mysteries! Ancient undersea vents shroud this backdrop in shadow, but don't be scared - this is a place of peace and quiet, hidden away from the noise and light of brighter realms."
json_background_description_bg_wallpaper_mountains,Soaring peaks! The skies seem to split in the face of these fantastic mountains! How high do you think they go? They've left the clouds behind!
json_background_description_bg_wallpaper_hills,Fanciful freedom! These rolling hills are topped with wonderful wisps of fish-approved foliage. Your fish will have no trouble relaxing in the presence of such gorgeous grasses.
json_background_description_bg_wallpaper_stalagmites,"Rising from the floor of a colossal cavern, these aspiring slabs of stone are a sublime subterranean addition to your tank!"
json_background_description_bg_wallpaper_stones,"A rocky forest under the waters! Meticulously arranged to enhance your tank's feng shui, this sea of stones will comfort your fish and provide hiding places aplenty."
json_background_description_bg_wallpaper_sanctuary,"How peaceful! This hidden alcove is safe from the many dangers of the deep, filled with calm waters and soothing sunlight."
json_background_description_bg_wallpaper_arch,"Lights in the night! This arch glows like a fairytale, the twinkle of its lights adding a whimsical atmosphere to any tank!"
json_background_description_bg_wallpaper_west,"Saddle up, little fishies! This antique setting's sure to rustle up a top-notch time for any tank. It's the perfect backdrop for a sweeping tale of romance, revenge, and reefs."
json_background_description_bg_wallpaper_spooky_forest,Oh dear! What dark and dangerous things lurk behind the writhing roots of this frightening forest? Only your most intrepid fish will dare to discover its secrets...
json_background_description_bg_wallpaper_trench,"Fascinating! An ancient deep-sea depression, this trench might hold incredible secrets from a forgotten age... or perhaps it'll just look cool behind your fish!"
json_background_description_bg_wallpaper_volcano,Tectonically terrific! The soothing glow of molten rock oozing down these undersea slopes will provide an epic backdrop for your fishy friends.
json_background_description_bg_wallpaper_yellow_river,What happened here? This ransacked remains are only a pale shadow of what was surely a superb structure. What do you suppose it once was?
json_background_description_bg_wallpaper_fairy_castle,"Dreams do come true, and here's where it happens! Your fish will start lining up at this fairytale palace in the hopes of having all their wishes granted!"
json_background_description_bg_wallpaper_dino_bones,"Take a trip back to a bygone time, when far less friendly fish ruled the seas. These bones are all that's left of incredible creatures that once roamed our world!"
json_background_description_bg_wallpaper_egypt,Welcome to a land of desert sands and ancient artifacts! This backdrop will bring your fish to a place of wonder and relaxation.
json_background_description_bg_wallpaper_spaceship,How strange! A crashed craft from beyond the stars! Just don't let your Mad Scientist fish into this one! He'll have an army of alien robots whipped up in no time!
json_background_description_bg_wallpaper_submarine,A daring device lost to the depths! This strange sundered submersible holds mysteries aplenty. Surely your curious fish will enjoy pondering its many secrets...
json_background_description_bg_wallpaper_mayan,What Mesoamerican mysteries might be hiding in these ancient Mayan structures? Your Adventurer fish is sure to have a field day with this fascinating find!
json_background_description_bg_wallpaper_geodome,"What a geodesic delight! This dome has been carefully crafted with only the finest materials, sure to stay strong in the face of any threat and provide a happy home for your fish."
json_background_description_bg_wallpaper_pirate_wreck,"Ouch! This ship has seen better days. Once a proud, pristine craft, now it's just junk on the ocean floor. Oh, well - at least your fish can still enjoy it!"
json_background_description_bg_wallpaper_bathtub,Just because we're underwater doesn't mean you can't stay clean! This beautiful bath will keep your fish fresh and flawless.
json_background_description_bg_wallpaper_junkyard,"Look at all this junk. Why, here's an old tire. And there's a traffic cone! Ooh, look, an ancient computer. And- wow, you know, I bet your fish would love searching through here. Let's get it for them!"
json_background_description_bg_wallpaper_castle,An ancient citadel of the seas! Could that be Neptune's palace? Or a lost outpost of Atlantis? Only diligent (and fishy) explorers can hope to uncover its secrets.
json_background_description_bg_wallpaper_candy,A delicious downtown! Reward your fish with these sweet structures - they'll get a sugar high just swimming around!
json_background_description_bg_wallpaper_character_angel,"Such a heavenly vista! Sunlight filters through the sweet, fluffy clouds of this gorgeous skyscape. Your fish will feel like they're flying!"
json_background_description_bg_wallpaper_character_devil,"A sinister setting! Magma bubbles and sharp stalactites glow in the dire light of this fearful place. It may be dangerous, but it has a strange beauty, don't you think?"
json_background_description_bg_wallpaper_character_diamond,Pristine in every way! This priceless wall of diamond will make your fish feel like they're living the high life!
json_background_description_bg_wallpaper_character_fairy,Where all your dreams come true! Take your fish on a trip to a fantastic land of magic and mirth. Follow the road and find your happily-ever-after!
json_background_description_bg_wallpaper_character_galaxy,A celestial seascape like no other! Your fish will be awed as billions and billions of stars twinkle in the infinite majesty of the cosmos. A truly incredible sight.
json_background_description_bg_wallpaper_character_ghost,"A harrowing glimpse at the other side! This spectral scenery isn't for the faint of heart, but for those with the will to brave its ghoulish glamor, an adventure to die for awaits!"
json_background_description_bg_wallpaper_character_ruby,Glittering riches ahead! This sprawling labyrinth of luxury will have even the greediest of fishes struggling to think of how they could spend it all.
json_background_description_bg_wallpaper_character_unicorn,Where rainbows are made! Bridges of light and magic leap from cloud to cloud in the fluffy fields of this airy playground. Just don't fall off!
json_background_description_bg_wallpaper_character_vampire,"What darkness stirs in the shadows of these sinister streets? Keep your wits about you as make your way through the mists, and you might just live to see the dawn."
json_background_description_bg_wallpaper_character_werewolf,"Harrowing howls echo in the distance! This is no friendly forest; a dire tangle of roots and rocks, it'll make quick work of the unwary. Be on your guard..."
json_quest_name_quest_t45,Make Room for Baby!
json_quest_name_quest_t46,Room to Grow
json_quest_name_quest_t47,Fish Farmin' Festival
json_quest_name_quest_b1,No Fear
json_quest_name_quest_b5,Meek n' Mild
json_quest_name_quest_b9,Off the Charts
json_quest_name_quest_b17,Brilliant Mind
json_quest_name_quest_b2,"Tee-hee! Oh, you."
json_quest_name_quest_b3,Built Fish Tough
json_quest_name_quest_b4,Adventure is out there!
json_quest_name_quest_b6,Pretty in Pink
json_quest_name_quest_b7,Born To Be Wild
json_quest_name_quest_b8,Dream Come True
json_quest_name_quest_b10,Silly Swimmer
json_quest_name_quest_b11,Gimme Gimme!
json_quest_name_quest_b12,Too Cool for School
json_quest_name_quest_b13,Geeky Gills
json_quest_name_quest_b14,Til the Break of Dawn
json_quest_name_quest_b15,Heart of Darkness
json_quest_name_quest_b16,Did you hear?!
json_quest_name_quest_b18,Clowning Around
json_quest_name_quest_b19,The Inside Scoop
json_quest_name_quest_b20,Goooo TEAM!
json_quest_name_quest_b21,Fancy Fins
json_quest_name_quest_b22,I have a vision!
json_quest_name_quest_b23,What a Bargain
json_quest_name_quest_b24,Vote for me!
json_quest_name_quest_b25,For Your Eyes Only
json_quest_name_quest_b26,Catch Me If You Can
json_quest_name_quest_b27,SCIENCE!
json_quest_name_quest_b28,Spare some change?
json_quest_name_quest_b29,"Lights, Camera, Action!"
json_quest_name_quest_b30,Guitar Solo!
json_quest_name_quest_b31,Walk this way!
json_quest_name_quest_b32,Shoot for the Stars
json_quest_name_quest_b33,"Arr, matey!"
json_quest_name_quest_b34,One With the Shadows
json_quest_name_quest_b35,Next Big Thing
json_quest_name_quest_b36,Enchanted to Meet You
json_quest_name_quest_b37,Yee-HAW!
json_quest_name_quest_b38,It's fabulous!
json_quest_name_quest_b39,End of the Rainbow
json_quest_name_quest_b40,Magic Pixie Dust
json_quest_name_quest_b41,Bad moon rising...
json_quest_name_quest_b42,A child of the night awakens!
json_quest_name_quest_b43,It's a miracle!
json_quest_name_quest_b44,The Friendly Ghost
json_quest_name_quest_b45,Lil' Devil
json_quest_name_quest_b46,Bling Bling!
json_quest_name_quest_b47,Crimson Luxury
json_quest_name_quest_b48,Out of This World
json_quest_name_quest_t1,Two Peas in a Pod
json_quest_name_quest_t2,"Up, up, and away!"
json_quest_name_quest_t25,Let's Get Some Booty
json_quest_name_quest_t26,A Parcel of Prizes
json_quest_name_quest_t27,A Boatful of Booty
json_quest_name_quest_t28,A Castle of Capital
json_quest_name_quest_t29,An Ocean of Opulence
json_quest_name_quest_t3,Dress the place up!
json_quest_name_quest_t5,Rocky waters!
json_quest_name_quest_t4,Plentiful plants!
json_quest_name_quest_t8,Up-and-Coming
json_quest_name_quest_t10,Piggy Bank Ain't Big Enough
json_quest_name_quest_t6,Needs a little touch-up...
json_quest_name_quest_t30,A little to the left...
json_quest_name_quest_t31,New Angle
json_quest_name_quest_t32,Feisty Fins
json_quest_name_quest_t33,Super Scales
json_quest_name_quest_t34,Pack of Power
json_quest_name_quest_t35,Stupendous School
json_quest_name_quest_t36,All-Powerful Pals
json_quest_name_quest_t7,Time to Expand!
json_quest_name_quest_t11,Fishy Fashionista
json_quest_name_quest_t37,Doubly Delighted
json_quest_name_quest_t38,Terrific Triple
json_quest_name_quest_t39,Phenomenal Foursome
json_quest_name_quest_t16,Quality Quintuple
json_quest_name_quest_t41,Superb Sixth
json_quest_name_quest_t42,Seventh Heaven
json_quest_name_quest_t43,Great Eight
json_quest_name_quest_t44,Fine Nine
json_quest_name_quest_t22,Tip-Top Tenth
json_quest_name_quest_t9,Focused Affection
json_quest_name_quest_t12,Deep Sea Delight
json_quest_name_quest_t13,Tip-Top Tank
json_quest_name_quest_t48,Who's a Good Fish?
json_quest_name_quest_t49,It Belongs In a Museum!
json_quest_name_quest_t50,Riches Beyond Counting
json_quest_name_quest_t14,Spreading Glee
json_quest_name_quest_t15,Crowd-Pleaser
json_quest_name_quest_t17,Success is Spreading
json_quest_name_quest_t18,A Solid Foundation
json_quest_name_quest_t19,Happy Day
json_quest_name_quest_t20,So Much Room for Activities
json_quest_name_quest_t21,Fish Favorite
json_quest_name_quest_t23,Gotta Catch 'Em All
json_quest_name_quest_t24,Perfection Achieved
json_quest_name_quest_t60,Spread Your Fins
json_quest_name_quest_t61,Swimming Space
json_quest_name_quest_t62,Olympic-Sized
json_quest_name_quest_t63,Massive Marina
json_quest_name_quest_t64,Spacious Seas
json_quest_name_quest_t65,Wide Open Waves
json_quest_name_quest_t66,"Big, Beautiful Ocean"
json_quest_name_quest_t67,Connect with Facebook
json_quest_name_quest_t70,Foreign Riches
json_quest_name_quest_t71,Benevolent Buddy
json_quest_objective_quest_t45,Unlock the second breeding shell by having THREE three-star tanks.
json_quest_objective_quest_t46,Unlock the third breeding shell by having SIX three-star tanks.
json_quest_objective_quest_t47,Unlock the fourth breeding shell by having NINE three-star tanks.
json_quest_objective_quest_b1,Buy a Brave Fish
json_quest_objective_quest_b5,Buy a Shy Fish
json_quest_objective_quest_b9,Buy a Smart Fish
json_quest_objective_quest_b17,Buy a Creative Fish
json_quest_objective_quest_b2,Breed a Flirty Fish
json_quest_objective_quest_b3,Breed a Tough Fish
json_quest_objective_quest_b4,Breed an Adventurous Fish
json_quest_objective_quest_b6,Breed a Pretty Fish
json_quest_objective_quest_b7,Breed a Rebel Fish
json_quest_objective_quest_b8,Breed a Dreamy Fish
json_quest_objective_quest_b10,Breed a Funny Fish
json_quest_objective_quest_b11,Breed a Greedy Fish
json_quest_objective_quest_b12,Breed a Cool Fish
json_quest_objective_quest_b13,Breed a Nerdy Fish
json_quest_objective_quest_b14,Breed a Party Fish
json_quest_objective_quest_b15,Breed an Evil Fish
json_quest_objective_quest_b16,Breed a Gossip Fish
json_quest_objective_quest_b18,Breed a Clown Fish
json_quest_objective_quest_b19,Breed a Paparazzi Fish
json_quest_objective_quest_b20,Breed a Cheerleader Fish
json_quest_objective_quest_b21,Breed a Dancer Fish
json_quest_objective_quest_b22,Breed an Artist Fish
json_quest_objective_quest_b23,Breed a Salesman Fish
json_quest_objective_quest_b24,Breed a President Fish
json_quest_objective_quest_b25,Breed a Secret Agent Fish
json_quest_objective_quest_b26,Breed a Robber Fish
json_quest_objective_quest_b27,Breed a Mad Scientist Fish
json_quest_objective_quest_b28,Breed a Hobo Fish
json_quest_objective_quest_b29,Breed a Movie Star Fish
json_quest_objective_quest_b30,Breed a Rock Star Fish
json_quest_objective_quest_b31,Breed a Model Fish
json_quest_objective_quest_b32,Breed an Astronaut Fish
json_quest_objective_quest_b33,Breed a Pirate Fish
json_quest_objective_quest_b34,Breed a Ninja Fish
json_quest_objective_quest_b35,Breed a Pop Star Fish
json_quest_objective_quest_b36,Breed a Wizard Fish
json_quest_objective_quest_b37,Breed a Cowboy Fish
json_quest_objective_quest_b38,Breed a Fashion Designer Fish
json_quest_objective_quest_b39,Breed a Unicorn Seahorse
json_quest_objective_quest_b40,Breed a Fairy Fish
json_quest_objective_quest_b41,Breed a Werewolf Fish
json_quest_objective_quest_b42,Breed a Vampire Fish
json_quest_objective_quest_b43,Breed an Angel Fish
json_quest_objective_quest_b44,Breed a Ghost Fish
json_quest_objective_quest_b45,Breed a Devil Manta Ray
json_quest_objective_quest_b46,Breed a Diamond Fish
json_quest_objective_quest_b47,Breed a Ruby Fish
json_quest_objective_quest_b48,Breed a Galaxy Fish
json_quest_objective_quest_t1,Breed a second fish.
json_quest_objective_quest_t2,Fling a fish out of the tank.
json_quest_objective_quest_t25,Send a fish on a treasure hunt.
json_quest_objective_quest_t26,Send fish on 50 treasure hunts.
json_quest_objective_quest_t27,Send fish on 100 treasure hunts.
json_quest_objective_quest_t28,Send fish on 250 treasure hunts.
json_quest_objective_quest_t29,Spend fish on 500 treasure hunts.
json_quest_objective_quest_t3,Buy a Coral
json_quest_objective_quest_t5,Buy a Rock
json_quest_objective_quest_t4,Buy a Plant
json_quest_objective_quest_t8,Achieve a one-star tank.
json_quest_objective_quest_t10,Upgrade your treasure chest size.
json_quest_objective_quest_t6,Buy a background for a tank.
json_quest_objective_quest_t30,Move a prop.
json_quest_objective_quest_t31,Scale a prop.
json_quest_objective_quest_t32,Train a fish to Level Two.
json_quest_objective_quest_t33,Train a fish to Level Three.
json_quest_objective_quest_t34,Train 10 fish to Level Three.
json_quest_objective_quest_t35,Train 30 fish to Level Three.
json_quest_objective_quest_t36,Train 60 fish to Level Three.
json_quest_objective_quest_t7,Open the second tank.
json_quest_objective_quest_t11,Get one tank's Decor Meter to 100%.
json_quest_objective_quest_t37,"Achieve 2 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t38,"Achieve 3 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t39,"Achieve 4 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t16,"Achieve 5 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t41,"Achieve 6 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t42,"Achieve 7 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t43,"Achieve 8 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t44,"Achieve 9 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t22,"Achieve 10 beautiful, 100%-decorated tanks."
json_quest_objective_quest_t9,Make a fish ecstatic.
json_quest_objective_quest_t12,Achieve a two-star tank.
json_quest_objective_quest_t13,Achieve a three-star tank.
json_quest_objective_quest_t48,Find an Uncommon item on a treasure hunt.
json_quest_objective_quest_t49,Have a fish bring back a Rare item from a treasure hunt.
json_quest_objective_quest_t50,Have a fish bring back an Ultra Rare item from a treasure hunt.
json_quest_objective_quest_t14,Make 10 fish happy.
json_quest_objective_quest_t15,Make 10 fish ecstatic.
json_quest_objective_quest_t17,Achieve five three-star tanks.
json_quest_objective_quest_t18,Have enough fish in your tank to encompass all six traits.
json_quest_objective_quest_t19,Make 25 fish happy.
json_quest_objective_quest_t20,Unlock all 10 tanks.
json_quest_objective_quest_t21,Make 25 fish ecstatic.
json_quest_objective_quest_t23,Acquire one of every type of fish.
json_quest_objective_quest_t24,Achieve ten three-star tanks.
json_quest_objective_quest_t60,Open the third tank.
json_quest_objective_quest_t61,Open the fourth tank.
json_quest_objective_quest_t62,Open the fifth tank.
json_quest_objective_quest_t63,Open the sixth tank.
json_quest_objective_quest_t64,Open the seventh tank.
json_quest_objective_quest_t65,Open the eighth tank.
json_quest_objective_quest_t66,Open the ninth tank.
json_quest_objective_quest_t67,Log into Facebook for the first time.
json_quest_objective_quest_t70,Dig for treasure in a friend's tank.
json_quest_objective_quest_t71,Send a gift to a friend.
json_quest_description_quest_t45,A fine accomplishment! Enjoying your new breeding shell - you've earned it.
json_quest_description_quest_t46,Those are some REALLY happy fish! Consider this breeding shell a token of their appreciation!
json_quest_description_quest_t47,Absolutely incredible! Get ready for the best breeding setup under the waves!
json_quest_description_quest_b1,Your tank just got a little more courageous! Nicely done!
json_quest_description_quest_b5,"Aww, it's okay... Don't be scared, little fella! "
json_quest_description_quest_b9,Things just got a little brighter in here! Nice work!
json_quest_description_quest_b17,This fish already has all kinds of amazing ideas for how you can improve the tank. Think of the possibilities!
json_quest_description_quest_b2,"My, what a forward fish! They're sure to make a lot of friends here!"
json_quest_description_quest_b3,Nobody's gonna tell this fish what to do! Great job!
json_quest_description_quest_b4,It's time for action - and this fish will lead the charge!
json_quest_description_quest_b6,Ooh la la! What a looker! They're sure to impress!
json_quest_description_quest_b7,Don't try to keep this fish down - it plays by its own rules!
json_quest_description_quest_b8,Looks like you've just added some sweet dreams to your tank! Nifty!
json_quest_description_quest_b10,"Ha, great! This one's sure to add some smiles to your tank!"
json_quest_description_quest_b11,"Careful - you might think this is your fish, but this little glutton believes the world belongs to them!"
json_quest_description_quest_b12,"Ooh, wow - I wasn't sure our tank was cool enough for this fish, but apparently we're good!"
json_quest_description_quest_b13,Ready for discoveries? This fish is already hard at work on new equations and ideas!
json_quest_description_quest_b14,"Woohoo! Everyone get out your party hats, because things are gonna be off the hook!"
json_quest_description_quest_b15,Mwahahaha! True villainy has a home now! *mustache twirl*
json_quest_description_quest_b16,"This fish is too busy texting its friends to thank you, but it's super-excited to join your tank!"
json_quest_description_quest_b18,*honk!* *honk!* The circus is here to stay! This fish can't wait to entertain its new friends.
json_quest_description_quest_b19,It's time for the inside scoop! This fish won't rest until it gets the dirt on your tank!
json_quest_description_quest_b20,Yay! Sea spirit is certain to soar now that this cheerful fish has arrived!
json_quest_description_quest_b21,Grace and beauty just swam onto the scene. What a sight!
json_quest_description_quest_b22,Perfection! This visionary fish is sure to make your tank the talk of the town!
json_quest_description_quest_b23,Have we got a deal for you! This slick fish will bring bargains aplenty to your tank!
json_quest_description_quest_b24,Let the campaign begin! This highly honorable fish is here to serve. For the fish!
json_quest_description_quest_b25,"There's a crisis brewing, and this daring fish is on the case. Your tank has just become its greatest mission yet."
json_quest_description_quest_b26,Better keep a close eye on your valuables! This fish just can't stop helping itself to things that aren't theirs.
json_quest_description_quest_b27,Let the experimentation BEGIN! Are your tank's inhabitants ready for the work of a mad genius?!
json_quest_description_quest_b28,"Aw, looks like someone's a little down on their luck. Well, this tank doesn't judge - it's a good place to get back on your feet. Welcome!"
json_quest_description_quest_b29,This star's come to your tank to prepare for their newest role! I hope it doesn't bring too many fan fish along for the ride...
json_quest_description_quest_b30,"MRRRROWWWN! Get ready, little fishies! It's time to ROCK!"
json_quest_description_quest_b31,Elegance is here! The fine fins of this fish will bring class and glamor to your tank!
json_quest_description_quest_b32,"Launch confirmed! Your tank is now the home of a famous space-traveller, and the sky's the limit!"
json_quest_description_quest_b33,Shiver me timbers! This scoundrel has sailed the high seas and decided to settle in your tank!
json_quest_description_quest_b34,"*poof!* A cloud of smoke, and a deadly warrior appears in your tank!"
json_quest_description_quest_b35,"Ooh, is there a concert coming? This famous fish is sure to bring the house down if it decides to take the stage!"
json_quest_description_quest_b36,Spells and enchantments are yours for the taking - if you can befriend this wily wizard fish!
json_quest_description_quest_b37,Time to rustle up some fun with this gallopin' guppy! It's tumbled into town for high adventure!
json_quest_description_quest_b38,"Haven't you noticed your fish aren't as well-dressed as they could be? Well, that ends now - you've got a true apparel-oriented artiste on your hands!"
json_quest_description_quest_b39,"Magnificent! This superb seahorse is a one-of-a-kind treat for your tank, sure to make a splash at every fishy festivity!"
json_quest_description_quest_b40,What's this? It seems a mystic fish has graced the tank with its presence. I'm sure it'll make all your dreams come true!
json_quest_description_quest_b41,Careful now - there's something dangerous in your tank now; the light of the full moon will send this furry fish into a frenzy!
json_quest_description_quest_b42,"A fanged threat has entered your realm, and when night falls, your tank's terrified fish had best watch out! Say, you're looking a little pale..."
json_quest_description_quest_b43,What new wonder do we have here? The clouds have parted and this fish has descended from on high to uplift your tank!
json_quest_description_quest_b44,Did you just feel a chill? The void between life and death seems slim indeed now that this freaky fish has drifted over from the other side...
json_quest_description_quest_b45,Does anyone smell sulfur? There's a bit of brimstone in the air now that this macabre manta has arrived. Let's hope things don't go downhill from here!
